name,short_name,scope,kind,local,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_token_count,external_token_uses,external_name_collision,external_declaration_sites,public_root,public_closure,tactics,role,ownership,audit_action,audit_note,repository_reachability
map_constr_transl_l_correct,map_constr_transl_l_correct,top,Lemma,False,2069,2126,58,2074,2126,53,1,poly_product_correct,2,constr_transl_l;constr_transl_l_correct,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 4, ""eapply"": 6, ""eauto"": 2, ""firstorder"": 3, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 2, ""repeat"": 0, ""rewrite"": 6, ""specialize"": 0, ""subst"": 0, ""unfold"": 2}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,dependency of explicit external root
constr_transl_r,constr_transl_r,top,Definition,False,2128,2131,4,,,0,3,constr_transl_r_correct;map_constr_transl_r_correct;poly_product,1,V0,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,dependency of explicit external root
constr_transl_r_correct,constr_transl_r_correct,top,Lemma,False,2133,2165,33,2138,2165,28,1,map_constr_transl_r_correct,2,V0;constr_transl_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 2, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 4}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,dependency of explicit external root
map_constr_transl_r_correct,map_constr_transl_r_correct,top,Lemma,False,2167,2208,42,2172,2203,32,1,poly_product_correct,2,constr_transl_r;constr_transl_r_correct,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 4, ""eauto"": 3, ""firstorder"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,dependency of explicit external root
poly_product,poly_product,top,Definition,False,2209,2211,3,,,0,1,poly_product_correct,2,constr_transl_l;constr_transl_r,5,src/PolyLang.v:5013;src/AffineValidator.v:570;src/AffineValidator.v:603;src/AffineValidator.v:2759;src/AffineValidator.v:5246,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,explicit external token root
poly_product_correct,poly_product_correct,top,Lemma,False,2213,2244,32,2221,2244,24,0,,3,map_constr_transl_l_correct;map_constr_transl_r_correct;poly_product,1,src/PolyLang.v:5032,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 5, ""eauto"": 2, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 5, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,explicit external token root
sequence_lesser,sequence_lesser,top,Fixpoint,False,2246,2250,5,,,0,1,sequence_lesser,1,sequence_lesser,0,,False,,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",unused descending sequence,dead generic list helper,remove,Self-recursive only and unrelated to the current environment-equality construction.,outside explicit external-root closure
make_poly_env_eq',make_poly_env_eq',top,Fixpoint,False,2252,2258,7,,,0,3,make_poly_env_eq';make_poly_env_eq;make_poly_env_eq'_correct,2,V0;make_poly_env_eq',0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",equal-environment polyhedron,PolyBase validator premise construction,keep/refactor,Extract one signed coordinate-equality lemma to remove the explicitly copied constraint branch.,dependency of explicit external root
make_poly_env_eq,make_poly_env_eq,top,Definition,False,2260,2261,2,,,0,1,make_poly_env_eq_correct,1,make_poly_env_eq',5,src/PolyLang.v:5002;src/AffineValidator.v:568;src/AffineValidator.v:601;src/AffineValidator.v:2767;src/AffineValidator.v:5244,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",equal-environment polyhedron,PolyBase validator premise construction,keep/refactor,Extract one signed coordinate-equality lemma to remove the explicitly copied constraint branch.,explicit external token root
nth_repeat_default,nth_repeat_default,top,Lemma,False,2263,2275,13,2266,2275,10,1,make_poly_env_eq'_correct,0,,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",generic list fact,Misc or ListExt,reuse/move,Use existing generic lemma where available; keep compatibility wrapper only for referenced names.,dependency of explicit external root
nth_assign_different,nth_assign_different,top,Lemma,False,2277,2321,45,2282,2321,40,1,make_poly_env_eq'_correct,0,,0,,False,,False,True,"{""apply"": 0, ""assert"": 2, ""auto"": 0, ""destruct"": 9, ""eapply"": 1, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 6, ""nia"": 0, ""pose proof"": 1, ""repeat"": 0, ""rewrite"": 8, ""specialize"": 0, ""subst"": 1, ""unfold"": 1}",generic vector/dot-product fact,Linalg or LinalgExt,move/wrap,"Move beside vector negation, dot product, or assign; preserve PolyBase-facing names if needed.",dependency of explicit external root
firstn_eq_implies_nth_eq,firstn_eq_implies_nth_eq,top,Lemma,False,2324,2354,31,2329,2354,26,1,make_poly_env_eq'_correct,0,,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 8, ""eapply"": 1, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 5, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",generic list fact,Misc or ListExt,reuse/move,Use existing generic lemma where available; keep compatibility wrapper only for referenced names.,dependency of explicit external root
firstn_ge_implies_firstn,firstn_ge_implies_firstn,top,Lemma,False,2356,2375,20,2361,2375,15,1,make_poly_env_eq'_correct,0,,0,,False,,False,True,"{""apply"": 0, ""assert"": 1, ""auto"": 0, ""destruct"": 3, ""eapply"": 1, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 3, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",generic list fact,Misc or ListExt,reuse/move,Use existing generic lemma where available; keep compatibility wrapper only for referenced names.,dependency of explicit external root
make_poly_env_eq'_correct,make_poly_env_eq'_correct,top,Lemma,False,2378,2500,123,2385,2494,110,1,make_poly_env_eq_correct,6,V0;firstn_eq_implies_nth_eq;firstn_ge_implies_firstn;make_poly_env_eq';nth_assign_different;nth_repeat_default,0,,False,,False,True,"{""apply"": 0, ""assert"": 7, ""auto"": 0, ""destruct"": 5, ""eapply"": 8, ""eauto"": 10, ""firstorder"": 0, ""inversion"": 2, ""lia"": 18, ""nia"": 0, ""pose proof"": 0, ""repeat"": 2, ""rewrite"": 42, ""specialize"": 0, ""subst"": 0, ""unfold"": 4}",equal-environment polyhedron,PolyBase validator premise construction,keep/refactor,Extract one signed coordinate-equality lemma to remove the explicitly copied constraint branch.,dependency of explicit external root
make_poly_env_eq_correct,make_poly_env_eq_correct,top,Lemma,False,2501,2513,13,2507,2513,7,0,,2,make_poly_env_eq;make_poly_env_eq'_correct,1,src/PolyLang.v:5006,False,,True,True,"{""apply"": 0, ""assert"": 1, ""auto"": 0, ""destruct"": 0, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",equal-environment polyhedron,PolyBase validator premise construction,keep/refactor,Extract one signed coordinate-equality lemma to remove the explicitly copied constraint branch.,explicit external token root
