kind,visibility,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,declaration_span_lines,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,config_root,reachable_from_config_root,layer,responsibility,hidden_structure,recommended_refactor,priority,refactor_risk,api_constraint
Lemma,Public,opt_vector_current_result_from_prepared_correct,ParallelPolOptCorrect.opt_vector_current_result_from_prepared_correct,ParallelPolOptCorrect,,,2302,2342,42,2321,2342,Qed,22,20,0,,10,Opt_vector_current_affine_result_correct;Opt_vector_current_affine_with_iss_result_correct;Opt_vector_current_diamond_result_correct;Opt_vector_current_diamond_with_iss_result_correct;Opt_vector_current_identity_result_correct;Opt_vector_current_identity_tiled_result_correct;Opt_vector_current_identity_tiled_with_iss_result_correct;Opt_vector_current_identity_with_iss_result_correct;Opt_vector_current_result_correct;Opt_vector_current_with_iss_result_correct,0,,no,yes,no,yes,Explicit extraction composition,Generic nat-parameter vector version of the extraction/strengthening composition,low,Retain public name/type as a wrapper around a new polymorphic Local Lemma that also serves parallel and many-dimension routes.,retain,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_identity_result_correct,ParallelPolOptCorrect.Opt_vector_current_identity_result_correct,ParallelPolOptCorrect,,,2344,2354,12,2349,2354,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_identity_prepared_from_poly_correct,1,Opt_vector_current_identity_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_identity_tiled_result_correct,ParallelPolOptCorrect.Opt_vector_current_identity_tiled_result_correct,ParallelPolOptCorrect,,,2356,2366,12,2361,2366,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_identity_tiled_prepared_from_poly_correct,1,Opt_vector_current_identity_tiled_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_identity_tiled_with_iss_result_correct,ParallelPolOptCorrect.Opt_vector_current_identity_tiled_with_iss_result_correct,ParallelPolOptCorrect,,,2368,2380,14,2375,2380,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_identity_tiled_prepared_from_poly_with_iss_correct,1,Opt_vector_current_identity_tiled_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_affine_result_correct,ParallelPolOptCorrect.Opt_vector_current_affine_result_correct,ParallelPolOptCorrect,,,2382,2392,12,2387,2392,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_affine_prepared_from_poly_correct,1,Opt_vector_current_affine_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_result_correct,ParallelPolOptCorrect.Opt_vector_current_result_correct,ParallelPolOptCorrect,,,2394,2404,12,2399,2404,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_prepared_from_poly_correct,1,Opt_vector_current_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_diamond_result_correct,ParallelPolOptCorrect.Opt_vector_current_diamond_result_correct,ParallelPolOptCorrect,,,2406,2416,12,2411,2416,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_diamond_prepared_from_poly_correct,1,Opt_vector_current_diamond_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_diamond_with_iss_result_correct,ParallelPolOptCorrect.Opt_vector_current_diamond_with_iss_result_correct,ParallelPolOptCorrect,,,2418,2430,14,2425,2430,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_diamond_prepared_from_poly_with_iss_correct,1,Opt_vector_current_diamond_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_identity_with_iss_result_correct,ParallelPolOptCorrect.Opt_vector_current_identity_with_iss_result_correct,ParallelPolOptCorrect,,,2432,2442,12,2437,2442,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_identity_prepared_from_poly_with_iss_correct,1,Opt_vector_current_identity_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_affine_with_iss_result_correct,ParallelPolOptCorrect.Opt_vector_current_affine_with_iss_result_correct,ParallelPolOptCorrect,,,2444,2454,12,2449,2454,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_affine_prepared_from_poly_with_iss_correct,1,Opt_vector_current_affine_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_with_iss_result_correct,ParallelPolOptCorrect.Opt_vector_current_with_iss_result_correct,ParallelPolOptCorrect,,,2456,2466,12,2461,2466,Qed,6,4,2,opt_vector_current_result_from_prepared_correct;vector_current_prepared_from_poly_with_iss_correct,1,Opt_vector_current_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,opt_vector_current_from_result_correct,ParallelPolOptCorrect.opt_vector_current_from_result_correct,ParallelPolOptCorrect,,,2468,2490,24,2483,2490,Qed,8,6,0,,10,Opt_vector_current_affine_correct;Opt_vector_current_affine_with_iss_correct;Opt_vector_current_correct;Opt_vector_current_diamond_correct;Opt_vector_current_diamond_with_iss_correct;Opt_vector_current_identity_correct;Opt_vector_current_identity_tiled_correct;Opt_vector_current_identity_tiled_with_iss_correct;Opt_vector_current_identity_with_iss_correct;Opt_vector_current_with_iss_correct,0,,no,yes,no,yes,Explicit result unwrapping,Generic nat-parameter vector lemma for result-to-alarm correctness,low,Retain public name/type as a wrapper around a polymorphic Local Lemma shared with the 20 parallel entry theorems.,retain,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_vector_current_identity_correct,ParallelPolOptCorrect.Opt_vector_current_identity_correct,ParallelPolOptCorrect,,,2492,2502,12,2497,2502,Qed,6,4,2,Opt_vector_current_identity_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:183:ParallelCorrect.Opt_vector_current_identity_correct;driver/VerifiedParallelCompilerConfig.v:393:ParallelCorrect.Opt_vector_current_identity_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_identity_tiled_correct,ParallelPolOptCorrect.Opt_vector_current_identity_tiled_correct,ParallelPolOptCorrect,,,2504,2514,12,2509,2514,Qed,6,4,2,Opt_vector_current_identity_tiled_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:186:ParallelCorrect.Opt_vector_current_identity_tiled_correct;driver/VerifiedParallelCompilerConfig.v:394:ParallelCorrect.Opt_vector_current_identity_tiled_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_identity_tiled_with_iss_correct,ParallelPolOptCorrect.Opt_vector_current_identity_tiled_with_iss_correct,ParallelPolOptCorrect,,,2516,2526,12,2521,2526,Qed,6,4,2,Opt_vector_current_identity_tiled_with_iss_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:190:ParallelCorrect.Opt_vector_current_identity_tiled_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:395:ParallelCorrect.Opt_vector_current_identity_tiled_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_affine_correct,ParallelPolOptCorrect.Opt_vector_current_affine_correct,ParallelPolOptCorrect,,,2528,2538,12,2533,2538,Qed,6,4,2,Opt_vector_current_affine_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:193:ParallelCorrect.Opt_vector_current_affine_correct;driver/VerifiedParallelCompilerConfig.v:397:ParallelCorrect.Opt_vector_current_affine_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_correct,ParallelPolOptCorrect.Opt_vector_current_correct,ParallelPolOptCorrect,,,2540,2550,12,2545,2550,Qed,6,4,2,Opt_vector_current_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:195:ParallelCorrect.Opt_vector_current_correct;driver/VerifiedParallelCompilerConfig.v:398:ParallelCorrect.Opt_vector_current_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_diamond_correct,ParallelPolOptCorrect.Opt_vector_current_diamond_correct,ParallelPolOptCorrect,,,2552,2562,12,2557,2562,Qed,6,4,2,Opt_vector_current_diamond_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:197:ParallelCorrect.Opt_vector_current_diamond_correct;driver/VerifiedParallelCompilerConfig.v:399:ParallelCorrect.Opt_vector_current_diamond_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_diamond_with_iss_correct,ParallelPolOptCorrect.Opt_vector_current_diamond_with_iss_correct,ParallelPolOptCorrect,,,2564,2574,12,2569,2574,Qed,6,4,2,Opt_vector_current_diamond_with_iss_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:200:ParallelCorrect.Opt_vector_current_diamond_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:400:ParallelCorrect.Opt_vector_current_diamond_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_identity_with_iss_correct,ParallelPolOptCorrect.Opt_vector_current_identity_with_iss_correct,ParallelPolOptCorrect,,,2576,2586,12,2581,2586,Qed,6,4,2,Opt_vector_current_identity_with_iss_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:203:ParallelCorrect.Opt_vector_current_identity_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:401:ParallelCorrect.Opt_vector_current_identity_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_affine_with_iss_correct,ParallelPolOptCorrect.Opt_vector_current_affine_with_iss_correct,ParallelPolOptCorrect,,,2588,2598,12,2593,2598,Qed,6,4,2,Opt_vector_current_affine_with_iss_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:206:ParallelCorrect.Opt_vector_current_affine_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:402:ParallelCorrect.Opt_vector_current_affine_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_vector_current_with_iss_correct,ParallelPolOptCorrect.Opt_vector_current_with_iss_correct,ParallelPolOptCorrect,,,2600,2610,13,2605,2610,Qed,6,4,2,Opt_vector_current_with_iss_result_correct;opt_vector_current_from_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:208:ParallelCorrect.Opt_vector_current_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:403:ParallelCorrect.Opt_vector_current_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
